rating,openness,agreeableness,emotional_stability,conscientiousness,extraversion
3.207894736842105,5.419736842105263,4.328947368421052,4.50921052631579,4.669736842105263,3.5236842105263158
3.3181818181818183,5.454545454545454,4.045454545454546,4.7272727272727275,4.7727272727272725,4.0
3.706896551724138,5.439655172413793,4.232758620689655,4.732758620689655,5.112068965517241,3.5172413793103448
2.8026315789473686,5.25,4.5,4.684210526315789,4.868421052631579,3.4210526315789473
3.16,5.06,4.62,4.76,4.92,3.4
2.478165938864629,5.314410480349345,4.03056768558952,4.790393013100437,4.8755458515283845,3.423580786026201
3.4292929292929295,5.484848484848484,4.4646464646464645,4.606060606060606,4.808080808080808,3.3838383838383836
2.76,5.36,4.32,4.46,4.8,3.76
4.0325443786982245,5.392998027613412,4.121301775147929,4.615877712031558,4.639546351084813,3.4319526627218937
2.949526813880126,5.369085173501578,4.3107255520504735,4.533123028391167,4.733438485804417,3.369085173501577
3.375,5.875,4.5,4.5625,4.6875,3.1875
4.174625468164794,5.37687265917603,4.1254681647940075,4.662453183520599,4.695224719101123,3.472378277153558
2.25,4.75,6.25,6.25,5.75,3.5
3.349557522123894,5.5265486725663715,4.278761061946903,4.535398230088496,4.871681415929204,3.6548672566371683
3.5555555555555554,5.5,4.222222222222222,4.277777777777778,4.777777777777778,3.4444444444444446
2.2708333333333335,5.291666666666667,4.270833333333333,4.375,4.8125,3.25
2.1363636363636362,5.2272727272727275,4.136363636363637,4.590909090909091,4.7272727272727275,4.090909090909091
2.0,4.333333333333333,3.6666666666666665,5.666666666666667,5.0,3.0
3.107142857142857,5.660714285714286,4.553571428571429,4.553571428571429,4.732142857142857,3.3035714285714284
3.5103092783505154,5.391752577319588,4.360824742268041,4.778350515463917,4.953608247422681,3.520618556701031
4.166666666666667,5.833333333333333,4.166666666666667,5.166666666666667,4.166666666666667,2.8333333333333335
2.7908163265306123,5.510204081632653,4.275510204081633,4.714285714285714,4.780612244897959,3.510204081632653
2.6818181818181817,5.318181818181818,4.454545454545454,4.681818181818182,4.681818181818182,3.2045454545454546
3.381081081081081,5.467567567567568,4.527027027027027,4.737837837837838,4.870270270270271,3.3702702702702703
2.943396226415094,5.311320754716981,4.2075471698113205,4.566037735849057,4.471698113207547,3.650943396226415
1.9375,5.53125,4.25,4.4375,4.375,3.53125
1.967032967032967,5.368131868131868,4.0989010989010985,4.604395604395604,4.769230769230769,3.2472527472527473
1.7258064516129032,5.645161290322581,3.7096774193548385,4.596774193548387,4.983870967741935,3.0806451612903225
3.3,5.3,3.7,4.6,3.7,4.3
3.5833333333333335,5.083333333333333,4.833333333333333,4.583333333333333,5.083333333333333,3.125
3.30188679245283,5.349056603773585,4.278301886792453,4.735849056603773,4.650943396226415,3.6462264150943398
3.3404255319148937,5.3947990543735225,4.07210401891253,4.630023640661938,4.678486997635934,3.440898345153664
2.2954545454545454,5.181818181818182,4.613636363636363,4.568181818181818,4.9772727272727275,3.25
3.1206896551724137,5.379310344827586,4.241379310344827,4.448275862068965,4.568965517241379,3.4655172413793105
3.596774193548387,5.241935483870968,4.354838709677419,4.67741935483871,4.741935483870968,3.661290322580645
2.58,5.42,4.54,4.32,4.74,3.76
1.7142857142857142,5.642857142857143,4.357142857142857,3.7857142857142856,4.928571428571429,3.142857142857143
3.0217391304347827,5.253623188405797,4.253623188405797,4.594202898550725,4.644927536231884,3.072463768115942
2.8333333333333335,5.333333333333333,4.166666666666667,4.333333333333333,5.5,4.166666666666667
3.3,5.666666666666667,3.566666666666667,4.2,4.733333333333333,3.6666666666666665
2.7169811320754715,5.339622641509434,4.39622641509434,4.773584905660377,4.867924528301887,3.7641509433962264
3.7777777777777777,5.25,4.583333333333333,4.277777777777778,4.972222222222222,3.2777777777777777
3.048076923076923,5.1923076923076925,4.221153846153846,4.4423076923076925,4.336538461538462,3.3076923076923075
3.707317073170732,5.573170731707317,4.414634146341464,5.097560975609756,5.2317073170731705,3.6219512195121952
3.4375,5.4375,4.25,4.8125,4.5625,3.6875
3.1666666666666665,5.083333333333333,4.0,4.5,4.416666666666667,3.8333333333333335
3.3870967741935485,5.258064516129032,4.435483870967742,5.129032258064516,5.064516129032258,3.725806451612903
3.05,5.175,4.025,4.575,4.7375,3.525
1.5681818181818181,5.409090909090909,4.386363636363637,4.340909090909091,4.5,3.3181818181818183
2.8011363636363638,5.431818181818182,4.267045454545454,4.761363636363637,4.880681818181818,3.5511363636363638
3.015625,5.3359375,4.25,4.6640625,4.8046875,3.1796875
3.2,5.2,5.0,5.3,4.6,3.2
2.6153846153846154,5.6923076923076925,4.230769230769231,4.269230769230769,4.935897435897436,3.5128205128205128
2.336734693877551,5.336734693877551,4.0,4.418367346938775,4.479591836734694,3.5408163265306123
3.589041095890411,5.1506849315068495,4.568493150684931,4.609589041095891,4.835616438356165,3.3904109589041096
2.720647773279352,5.198380566801619,4.198380566801619,4.783400809716599,4.872469635627531,3.366396761133603
3.7222222222222223,5.722222222222222,4.722222222222222,4.611111111111111,4.444444444444445,3.2222222222222223
4.032894736842105,5.509868421052632,4.042763157894737,4.641447368421052,4.5230263157894735,3.6315789473684212
2.8333333333333335,4.833333333333333,5.166666666666667,5.333333333333333,5.666666666666667,2.3333333333333335
3.3333333333333335,5.0,6.5,6.0,5.833333333333333,3.6666666666666665
3.0348837209302326,5.093023255813954,3.8488372093023258,4.825581395348837,4.976744186046512,3.2674418604651163
3.5454545454545454,5.5,4.136363636363637,4.482954545454546,4.590909090909091,3.2698863636363638
1.9722222222222223,5.611111111111111,4.305555555555555,4.0,3.7222222222222223,3.111111111111111
2.7,5.35,3.65,4.35,4.55,3.4
3.1025280898876404,5.308988764044944,4.21067415730337,4.658707865168539,4.724719101123595,3.4002808988764044
3.168,5.452,4.276,4.58,4.88,3.452
4.0,4.5,3.5,5.0,5.0,4.0
3.1052631578947367,5.473684210526316,4.58421052631579,4.873684210526315,4.794736842105263,3.1789473684210527
3.0,6.0,6.0,5.5,6.0,5.5
3.690816326530612,5.3831632653061225,4.197959183673469,4.666326530612245,4.664285714285715,3.5693877551020408
3.945827232796486,5.437774524158126,4.138360175695461,4.563689604685212,4.607613469985359,3.439970717423133
3.1692913385826773,5.460629921259843,4.228346456692913,4.751968503937008,4.578740157480315,3.3858267716535435
2.764705882352941,5.529411764705882,3.911764705882353,4.117647058823529,4.911764705882353,3.8529411764705883
3.5384615384615383,5.846153846153846,4.346153846153846,4.615384615384615,4.730769230769231,4.538461538461538
3.5,5.833333333333333,4.166666666666667,4.333333333333333,4.833333333333333,3.1666666666666665
3.772727272727273,5.636363636363637,3.909090909090909,4.318181818181818,3.909090909090909,4.181818181818182
3.5,5.28125,4.4375,4.625,4.8125,2.96875
2.2083333333333335,5.708333333333333,3.875,4.208333333333333,4.833333333333333,3.7083333333333335
2.0,6.125,4.375,5.125,5.5,3.875
3.0,5.5,4.5,4.666666666666667,5.333333333333333,3.3333333333333335
3.727272727272727,5.7272727272727275,4.363636363636363,5.318181818181818,5.090909090909091,4.136363636363637
2.65,5.23,4.41,4.99,4.95,3.63
3.876190476190476,5.461904761904762,4.223809523809524,4.395238095238096,4.5476190476190474,3.5047619047619047
3.3,6.0,3.8,3.7,4.2,3.0
3.3714285714285714,5.314285714285714,4.185714285714286,4.685714285714286,4.8,3.45
2.193548387096774,5.516129032258065,4.129032258064516,4.903225806451613,4.483870967741935,3.0483870967741935
4.0,5.75,4.25,5.0,3.5,1.75
3.4,6.3,4.5,5.5,5.6,4.1
3.0,4.75,4.25,5.0,4.125,3.875
3.6666666666666665,4.833333333333333,2.3333333333333335,3.6666666666666665,5.833333333333333,2.5
3.1666666666666665,5.5,4.5,4.833333333333333,4.916666666666667,3.9166666666666665
2.2291666666666665,5.333333333333333,4.291666666666667,5.0625,4.666666666666667,3.375
2.7074468085106385,5.122340425531915,4.25,4.73936170212766,4.867021276595745,3.0691489361702127
2.875,5.5,4.875,5.25,4.875,4.125
3.5,5.75,4.75,5.0,6.0,5.75
3.125,5.375,4.75,4.625,4.875,4.5
2.607142857142857,5.321428571428571,4.339285714285714,4.5,4.75,3.517857142857143
3.2859649122807015,5.373684210526315,4.231578947368421,4.571929824561403,4.728070175438597,3.473684210526316
3.1382978723404253,5.531914893617022,4.414893617021277,4.691489361702128,4.659574468085107,3.5851063829787235
3.0627118644067797,5.249152542372881,4.1305084745762715,4.827118644067797,4.772881355932204,3.4203389830508475
2.727272727272727,5.090909090909091,4.318181818181818,4.2272727272727275,5.2727272727272725,2.8636363636363638
3.41,5.25,4.205,4.665,4.705,3.71
3.0714285714285716,5.071428571428571,4.285714285714286,4.714285714285714,4.714285714285714,3.5
3.4285714285714284,5.535714285714286,4.107142857142857,4.357142857142857,4.0,3.7142857142857144
3.7166193181818183,5.331676136363637,4.167613636363637,4.675426136363637,4.745738636363637,3.3735795454545454
3.346715328467153,5.211678832116788,4.248175182481752,4.781021897810219,4.923357664233577,3.4744525547445257
2.911764705882353,5.117647058823529,4.735294117647059,4.9411764705882355,4.970588235294118,2.735294117647059
2.5399113082039912,5.37250554323725,4.158536585365853,4.7272727272727275,4.74279379157428,3.4190687361419068
3.713235294117647,5.375,4.205882352941177,4.544117647058823,4.669117647058823,3.463235294117647
3.1363636363636362,4.954545454545454,3.772727272727273,4.545454545454546,4.590909090909091,3.5
2.925,5.5,4.575,4.85,4.475,3.475
2.7758620689655173,5.344827586206897,4.068965517241379,4.448275862068965,4.568965517241379,3.189655172413793
2.802536231884058,5.293478260869565,4.201086956521739,4.568840579710145,4.717391304347826,3.4239130434782608
3.1710526315789473,5.618421052631579,4.197368421052632,4.7105263157894735,4.644736842105263,3.4078947368421053
2.359550561797753,5.323033707865169,4.26685393258427,4.772471910112359,4.699438202247191,3.4157303370786516
3.4921259842519685,5.2047244094488185,4.246062992125984,4.854330708661418,4.812992125984252,3.356299212598425
3.9095238095238094,5.642857142857143,4.1761904761904765,4.3,4.4,3.4904761904761905
3.3322475570032575,5.3892508143322475,4.08957654723127,4.7752442996742674,4.734527687296417,3.449511400651466
3.183673469387755,5.122448979591836,4.357142857142857,4.887755102040816,5.173469387755102,3.377551020408163
3.4909090909090907,5.261616161616161,4.1282828282828286,4.7444444444444445,4.771717171717172,3.402020202020202
3.3448275862068964,5.396551724137931,4.051724137931035,4.844827586206897,4.275862068965517,3.1724137931034484
4.5,5.5,4.0,3.5,5.0,3.0
2.7576687116564416,5.242331288343558,4.328220858895706,4.932515337423313,4.920245398773006,3.4662576687116564
1.6857142857142857,5.414285714285715,4.135714285714286,4.714285714285714,4.864285714285714,3.5785714285714287
3.1943127962085307,5.334123222748815,4.068720379146919,4.777251184834123,4.5947867298578196,3.3056872037914693
2.7857142857142856,5.357142857142857,4.428571428571429,4.761904761904762,4.738095238095238,3.8095238095238093
2.834101382488479,5.313364055299539,4.04147465437788,4.65668202764977,4.654377880184332,3.3617511520737327
2.4006849315068495,5.303082191780822,4.133561643835616,4.703767123287672,4.640410958904109,3.393835616438356
1.7727272727272727,5.340909090909091,3.8863636363636362,3.909090909090909,4.840909090909091,3.227272727272727
3.50354609929078,5.5177304964539005,4.109929078014185,4.372340425531915,4.528368794326241,3.75177304964539
3.3049645390070923,5.726950354609929,4.24468085106383,4.372340425531915,4.386524822695035,4.031914893617022
3.1538461538461537,5.480769230769231,4.134615384615385,4.365384615384615,4.4423076923076925,2.9615384615384617
3.1818181818181817,5.681818181818182,3.9545454545454546,4.045454545454546,4.7272727272727275,3.409090909090909
2.21875,5.1875,4.0625,4.5625,4.6875,3.03125
3.3714859437751006,5.377510040160643,3.9738955823293174,4.538152610441767,4.662650602409639,3.2670682730923697
1.7983870967741935,5.483870967741935,4.129032258064516,4.862903225806452,4.782258064516129,3.661290322580645
2.5,5.625,4.5625,4.4375,5.0,4.3125
2.9444444444444446,5.277777777777778,4.0,4.833333333333333,4.666666666666667,2.388888888888889
2.7222222222222223,5.5,4.944444444444445,4.777777777777778,4.555555555555555,2.9444444444444446
2.6619217081850532,5.338078291814947,4.2686832740213525,4.747330960854092,4.749110320284697,3.3647686832740216
2.365,5.355,4.255,4.495,4.895,3.345
3.0238095238095237,5.428571428571429,4.285714285714286,4.309523809523809,4.476190476190476,3.738095238095238
2.976923076923077,5.269230769230769,4.107692307692307,4.553846153846154,4.561538461538461,3.3076923076923075
3.0,5.25,3.5,4.75,5.25,2.0
3.642857142857143,5.375,4.303571428571429,4.464285714285714,4.732142857142857,3.107142857142857
2.4285714285714284,5.642857142857143,4.321428571428571,4.678571428571429,4.589285714285714,3.8214285714285716
2.5,6.0,6.0,5.5,6.0,5.5
2.1339285714285716,5.443452380952381,4.255952380952381,4.75,4.883928571428571,3.4047619047619047
3.587912087912088,5.373626373626373,4.208791208791209,4.686813186813187,4.725274725274725,3.4725274725274726
2.578125,5.234375,4.171875,4.5625,4.59375,3.375
2.575,5.372916666666667,4.145833333333333,4.639583333333333,4.714583333333334,3.2916666666666665
4.0,5.166666666666667,3.5,4.333333333333333,3.6666666666666665,4.666666666666667
3.376543209876543,5.419753086419753,4.033950617283951,4.518518518518518,4.703703703703703,3.299382716049383
3.6320754716981134,5.19811320754717,4.113207547169812,4.235849056603773,4.622641509433962,3.4622641509433962
1.5,5.5,2.0,4.0,3.5,1.75
2.7142857142857144,5.142857142857143,4.642857142857143,4.642857142857143,4.785714285714286,2.357142857142857
2.6875,5.40625,4.375,4.53125,4.6875,3.78125
3.0327868852459017,5.450819672131147,4.352459016393443,4.631147540983607,4.786885245901639,3.639344262295082
2.449438202247191,5.191011235955056,4.146067415730337,4.831460674157303,4.831460674157303,3.443820224719101
3.6666666666666665,5.361111111111111,4.805555555555555,4.416666666666667,4.944444444444445,3.0833333333333335
3.05,5.15,5.2,4.9,4.95,3.7
2.8515625,5.4921875,4.515625,4.546875,4.6953125,3.4453125
2.766595289079229,5.373661670235546,4.19271948608137,4.766595289079229,4.726980728051392,3.4079229122055676
2.409090909090909,5.181818181818182,4.181818181818182,5.0,5.181818181818182,2.727272727272727
2.727272727272727,4.7727272727272725,4.954545454545454,5.2727272727272725,5.545454545454546,3.1818181818181817
3.4285714285714284,5.285714285714286,4.571428571428571,4.642857142857143,5.357142857142857,4.642857142857143
1.7083333333333333,5.291666666666667,4.25,4.541666666666667,4.625,3.1666666666666665
3.8666666666666667,5.616666666666666,4.05,4.8,4.75,3.5166666666666666
3.5714285714285716,5.404761904761905,4.071428571428571,4.738095238095238,5.142857142857143,3.5476190476190474
3.8523489932885906,5.424496644295302,4.206375838926174,4.444630872483222,4.7885906040268456,3.4177852348993287
2.9205607476635516,5.33411214953271,4.242990654205608,4.549065420560748,4.728971962616822,3.366822429906542
2.46875,5.4375,4.46875,4.6875,4.75,3.6875
2.742857142857143,5.1571428571428575,4.314285714285714,4.414285714285715,4.914285714285715,3.8
3.3333333333333335,5.208333333333333,4.333333333333333,3.8333333333333335,5.0,2.7916666666666665
2.4444444444444446,5.166666666666667,4.111111111111111,4.055555555555555,4.444444444444445,2.111111111111111
3.1037735849056602,5.349056603773585,4.6415094339622645,4.509433962264151,4.943396226415095,3.7358490566037736
3.617383512544803,5.450716845878136,4.124551971326165,4.64247311827957,4.586021505376344,3.502688172043011
3.3705583756345177,5.725888324873097,4.378172588832487,4.588832487309645,4.692893401015229,4.0126903553299496
2.849056603773585,5.273584905660377,4.14622641509434,4.726415094339623,4.89622641509434,3.650943396226415
2.5,4.75,6.25,6.25,5.75,3.5
2.2954545454545454,5.3977272727272725,4.1022727272727275,4.931818181818182,4.965909090909091,3.4318181818181817
2.0625,5.3125,4.0625,4.875,4.25,3.375
3.657142857142857,5.557142857142857,4.285714285714286,4.671428571428572,4.571428571428571,3.742857142857143
3.4156626506024095,5.13855421686747,4.379518072289157,4.578313253012048,5.132530120481928,3.608433734939759
2.934137291280148,5.39517625231911,4.233766233766234,4.654916512059369,4.705009276437848,3.4758812615955472
3.7421052631578946,5.505263157894737,4.363157894736842,4.8578947368421055,4.8578947368421055,3.5631578947368423
3.4307692307692306,5.5,4.246153846153846,4.776923076923077,4.753846153846154,2.9923076923076923
2.206896551724138,5.310344827586207,4.482758620689655,4.5344827586206895,4.379310344827586,3.5517241379310347
3.63265306122449,5.401360544217687,4.1853741496598635,4.569727891156463,4.634353741496598,3.42687074829932
3.015748031496063,5.4921259842519685,4.460629921259843,4.75984251968504,4.874015748031496,3.543307086614173
2.6875,5.239583333333333,4.645833333333333,4.895833333333333,4.666666666666667,3.6458333333333335
2.9583333333333335,5.375,4.041666666666667,4.5,5.208333333333333,3.5416666666666665
2.842696629213483,5.382022471910112,4.297752808988764,4.567415730337078,4.853932584269663,3.443820224719101
2.533333333333333,5.433333333333334,4.233333333333333,4.333333333333333,4.533333333333333,3.066666666666667
2.9615384615384617,5.0,3.8846153846153846,4.769230769230769,4.961538461538462,2.3461538461538463
3.261904761904762,5.428571428571429,3.738095238095238,4.238095238095238,4.523809523809524,3.642857142857143
2.1153846153846154,5.461538461538462,5.0,4.269230769230769,5.1923076923076925,3.3846153846153846
2.25,5.833333333333333,4.75,4.25,5.0,3.0
3.0833333333333335,6.0,3.8333333333333335,5.25,5.083333333333333,3.8333333333333335
3.8079710144927534,5.423913043478261,4.0978260869565215,4.528985507246377,4.644927536231884,3.3659420289855073
3.6955128205128207,5.5256410256410255,4.201923076923077,4.544871794871795,4.608974358974359,3.480769230769231
2.2857142857142856,5.309523809523809,4.4523809523809526,4.690476190476191,4.761904761904762,3.238095238095238
3.669230769230769,5.338461538461538,4.315384615384615,4.707692307692308,4.8076923076923075,3.4846153846153847
2.7916666666666665,5.236111111111111,4.402777777777778,4.902777777777778,5.055555555555555,3.2916666666666665
2.4285714285714284,5.071428571428571,3.4285714285714284,4.142857142857143,5.214285714285714,3.642857142857143
2.9115384615384614,5.473076923076923,4.234615384615385,4.6038461538461535,4.8076923076923075,3.4076923076923076
3.543388429752066,5.431818181818182,4.132231404958677,4.542355371900826,4.580578512396694,3.4101239669421486
2.9,4.4,3.9,3.8,5.1,3.6
1.8636363636363635,5.590909090909091,3.8636363636363638,4.363636363636363,4.7727272727272725,2.8181818181818183
2.193820224719101,5.297752808988764,4.132022471910112,4.620786516853933,4.831460674157303,3.441011235955056
3.1037735849056602,5.018867924528302,4.367924528301887,4.849056603773585,4.716981132075472,3.2830188679245285
2.3333333333333335,5.513888888888889,4.430555555555555,4.236111111111111,4.819444444444445,3.4027777777777777
2.4545454545454546,4.886363636363637,4.454545454545454,4.5227272727272725,4.818181818181818,3.25
4.012481089258699,5.420196671709531,4.200075642965205,4.614220877458396,4.658850226928895,3.4583963691376702
3.3529411764705883,5.279411764705882,4.46078431372549,4.480392156862745,5.029411764705882,3.411764705882353
3.58955223880597,5.365671641791045,4.537313432835821,4.574626865671642,4.865671641791045,3.246268656716418
3.75,5.5,4.6875,4.6875,4.625,3.1875
3.125,5.25,3.875,4.0,4.5,3.75
3.5,5.480952380952381,4.29047619047619,4.8,4.8619047619047615,3.6476190476190475
3.269662921348315,5.426966292134831,4.353932584269663,4.741573033707865,4.75,3.6797752808988764
2.5444444444444443,5.416666666666667,4.083333333333333,4.705555555555556,4.788888888888889,3.35
3.4,5.2,4.85,5.0,4.85,3.05
3.0,5.5,5.7,5.0,5.0,3.5
2.3636363636363638,5.2272727272727275,4.5,4.863636363636363,4.7727272727272725,3.9545454545454546
2.772727272727273,5.2272727272727275,4.045454545454546,5.0,4.7727272727272725,3.090909090909091
3.494186046511628,5.517441860465116,4.459302325581396,4.906976744186046,4.837209302325581,3.5174418604651163
2.971264367816092,5.2701149425287355,4.344827586206897,4.82183908045977,4.724137931034483,3.3505747126436782
2.425,5.425,4.4,4.35,5.075,3.25
2.5625,5.270833333333333,4.604166666666667,4.604166666666667,4.708333333333333,3.3125
2.402439024390244,5.182926829268292,4.585365853658536,4.195121951219512,4.829268292682927,3.5
2.7401960784313726,5.411764705882353,4.196078431372549,4.436274509803922,4.916666666666667,3.3480392156862746
2.3181818181818183,5.181818181818182,4.0,4.136363636363637,4.590909090909091,3.3636363636363638
3.142857142857143,5.642857142857143,4.142857142857143,4.607142857142857,4.928571428571429,3.642857142857143
3.5625,5.083333333333333,4.09375,4.677083333333333,4.90625,3.1770833333333335
3.475609756097561,5.121951219512195,4.646341463414634,4.658536585365853,4.634146341463414,3.6463414634146343
3.160377358490566,5.570754716981132,4.34433962264151,4.816037735849057,4.976415094339623,3.443396226415094
3.0,5.75,3.25,4.625,4.875,4.625
3.0,6.0,6.0,5.5,6.0,5.5
1.0,5.0,4.0,5.25,5.0,1.5
2.0,4.0,5.5,5.75,4.5,2.5
2.625,5.0,4.75,5.375,4.75,3.5
3.4806201550387597,5.475452196382429,4.069767441860465,4.660206718346253,4.811369509043928,3.496124031007752
2.9270833333333335,5.354166666666667,4.697916666666667,4.333333333333333,4.5625,3.59375
3.8580246913580245,5.512345679012346,4.438271604938271,5.12962962962963,4.919753086419753,3.3580246913580245
2.3333333333333335,5.333333333333333,4.208333333333333,4.5,4.625,3.25
3.0714285714285716,5.315789473684211,4.30827067669173,4.7218045112781954,4.787593984962406,3.404135338345865
4.094566353187043,5.4629049111807735,4.117554858934169,4.64576802507837,4.611807732497388,3.5067920585161962
3.0,6.0,3.5,3.4,4.0,4.3
2.125,5.3125,5.0625,4.625,4.3125,3.6875
4.155010814708003,5.446647440519106,4.140591204037491,4.573900504686374,4.6240086517664025,3.5183850036049025
2.8,6.1,4.6,5.1,4.9,4.7
3.75,5.5,4.0,5.625,5.0,4.75
3.4210526315789473,5.078947368421052,4.171052631578948,4.631578947368421,5.105263157894737,3.4473684210526314
3.663900414937759,5.377593360995851,4.195020746887967,4.609958506224066,4.765560165975104,3.41701244813278
3.1666666666666665,5.666666666666667,6.166666666666667,4.833333333333333,5.5,4.0
3.4464285714285716,5.267857142857143,4.142857142857143,4.982142857142857,4.464285714285714,3.4464285714285716
2.99609375,5.296875,4.16796875,4.73046875,4.8359375,3.47265625
2.5555555555555554,4.666666666666667,4.333333333333333,4.111111111111111,4.777777777777778,3.0
2.625,5.5125,4.7875,4.825,4.9,3.7375
4.101851851851852,5.388888888888889,4.16358024691358,4.537037037037037,4.617283950617284,3.5401234567901234
3.961340206185567,5.494845360824742,4.126288659793815,4.59020618556701,4.701030927835052,3.4896907216494846
3.962686567164179,5.414179104477612,4.145522388059701,4.600746268656716,4.708955223880597,3.529850746268657
3.375,5.25,5.0,5.25,4.625,4.375
2.5833333333333335,5.666666666666667,4.833333333333333,4.333333333333333,4.416666666666667,3.1666666666666665
2.0,3.5,6.5,7.0,5.5,1.5
2.730769230769231,5.269230769230769,4.5,4.384615384615385,4.423076923076923,3.3846153846153846
2.8205128205128207,5.717948717948718,4.487179487179487,4.6923076923076925,4.564102564102564,3.4743589743589745
3.63,5.39,4.47,4.45,4.46,3.23
2.7043478260869565,5.339130434782609,4.1521739130434785,4.8652173913043475,4.947826086956522,3.5739130434782607
3.3056206088992974,5.361826697892272,4.174473067915691,4.667447306791569,4.697892271662764,3.3875878220140514
2.826923076923077,5.326923076923077,4.426923076923077,4.630769230769231,4.7384615384615385,3.5288461538461537
4.359223300970874,5.365571321882001,4.1975354742345035,4.638536221060493,4.702763256161314,3.4757281553398056
3.5935672514619883,5.423976608187134,4.143274853801169,4.523391812865497,4.690058479532164,3.4035087719298245
3.2142857142857144,4.857142857142857,4.785714285714286,5.214285714285714,5.214285714285714,3.0
3.590909090909091,5.590909090909091,4.454545454545454,5.181818181818182,5.090909090909091,3.8181818181818183
3.377049180327869,5.344262295081967,4.245901639344262,4.5,4.532786885245901,3.4098360655737703
3.6666666666666665,5.388888888888889,4.75,4.361111111111111,4.861111111111111,3.6666666666666665
2.375,5.75,3.8333333333333335,4.791666666666667,4.958333333333333,3.25
4.136363636363637,5.318181818181818,4.590909090909091,4.670454545454546,4.693181818181818,3.4431818181818183
2.6589147286821704,5.558139534883721,4.1434108527131785,4.461240310077519,4.655038759689923,3.391472868217054
3.024390243902439,5.304878048780488,3.9878048780487805,4.2682926829268295,4.609756097560975,3.5
3.1934865900383143,5.327586206896552,4.210727969348659,4.762452107279693,4.894636015325671,3.3946360153256707
2.3125,5.375,3.9375,4.84375,4.75,3.34375
